College Name,College Code,Merit Marks,Gender,Candidate Type,Category,Home University,HSC Eligibility,Fees Paid,CAP Round,BRANCH
"INDIRA COEM, PUNE",6179,22.57,M,OMS,OPEN,OHU,50,58000,INSTITUTE LEVEL,COMPUTER
DR DYPC,6620,22.46,M,TYPE A,OPEN,PUNE,50,58000,ROUND 1,COMPUTER ENGINEERING
"KJCOEMR, PISOLI",6320,22.37,M,TYPE A,SBC,MUMBAI,51.67,58000,ROUND 2,CIVIL
DR DYPC,6620,22.21,M,TYPE A,SC,NAGPUR,50.33,58000,ROUND 1,COMPUTER ENGINEERING
DY PATIL AKURDI,6272,22.2,F,TYPE A,OPEN,OHU,59,58000,INSTITUTE LEVEL,ENTC
DR DYPC,6620,22.05,M,TYPE A,OBC,PUNE,48,58000,ROUND 1,MECHANICAL ENGINEERING
JSPM RSCOE,6141,21.77,M,TYPE A,SC,PUNE,53,58000,ROUND 2,MECHANICAL
JSPM RSCOE,6141,21.72,F,TYPE A,OBC,NORTH MAHARASHTRA,82,58000,ROUND 1,COMPUTER
"AISSMS,Pune",6278,21.679,M,TYPE C,OPEN,PUNE,88.67,58000,ROUND 2,ELECTRICAL
"INDIRA COEM, PUNE",6179,21.4,M,OMS,OPEN,OHU,50,58000,INSTITUTE LEVEL,MECH (SANDWICH)
DR DYPC,6620,21.28,M,TYPE A,SC,S.R.T.M.U,54.17,58000,ROUND 2,MECHANICAL ENGINEERING
"KJCOEMR, PISOLI",6320,21.28,M,TYPE A,OPEN,MUMBAI,52,58000,ROUND 2,COMPUTER
JSPM RSCOE,6141,21.2,F,TYPE A,SC,PUNE,46.67,58000,ROUND 1,MECHANICAL
"TSSM PVPIT, BAVDHAN",6122,21.14,M,TYPE A,SC,SOLAPUR,45.67,58000,ROUND 2,CIVIL
DY PATIL AKURDI,6272,21.06,F,TYPE A,OPEN,NORTH MAHARASHTRA,58.17,58000,INSTITUTE LEVEL,CIVIL
"TSSM PVPIT, BAVDHAN",6122,21.06,M,TYPE A,NT-C,SOLAPUR,50.67,58000,ROUND 2,CIVIL
JSPM RSCOE,6141,20.87,F,TYPE A,OBC,PUNE,50.33,58000,ROUND 1,ENTC
DY PATIL AKURDI,6272,20.75,M,OMS,OPEN,OHU,56,58000,INSTITUTE LEVEL,COMPUTER
DR DYPC,6620,20.74,M,TYPE A,OPEN,PUNE,59.17,58000,INSTITUTE LEVEL,MECHANICAL ENGINEERING
DR DYPC,6620,20.58,M,TYPE A,NT-C,PUNE,45,58000,ROUND-1,CIVIL
JSPM RSCOE,6141,20.42,M,TYPE A,OBC,PUNE,82,58000,ROUND 2,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,20.29,F,TYPE A,SC,PUNE,51.33,58000,ROUND 2,COMPUTER
"AISSMS,Pune",6278,20.1657,M,J&K,NA,OHU,90.67,58000,J&K COUNSELING,MECH (SANDWICH)
"TSSM PVPIT, BAVDHAN",6122,19.99,M,TYPE A,NT-C,SHIVAJI,56,58000,ROUND 2,CIVIL
DR DYPC,6620,19.89,M,TYPE A,OPEN,PUNE,50.83,58000,INSTITUTE LEVEL,INFORMATION TECHNOLOGY
DR DYPC,6620,19.34,M,TYPE A,OPEN,PUNE,49.67,58000,INSTITUTE LEVEL,CIVIL
DR DYPC,6620,19.33,M,OMS,OPEN,OHU,56.33,58000,INSTITUTE LEVEL,MECHANICAL ENGINEERING
DR DYPC1,6787,19.31,M,TYPE A,NT-C,SHIVAJI,45.67,58000,ROUND 1,MECHANICAL ENGINEERING
DY PATIL AKURDI,6272,19.15,M,OMS,OPEN,OHU,50.67,58000,INSTITUTE LEVEL,ENTC
"BVCE, KATRAJ",6285,18.86,F,OMS,OPEN,OHU,63,58000,INSTITUTE LEVEL,COMPUTER
DR DYPC,6620,18.71,M,TYPE A,OBC,PUNE,48.83,58000,ROUND 1,ELECTRIC ENGINEERING
"KJCOEMR, PISOLI",6320,18.71,M,TYPE A,NT-C,PUNE,45.33,58000,ROUND 1,MECHANICAL
DR DYPC,6620,18.62,M,TYPE A,OBC,PUNE,47.67,58000,ROUND 1,MECHANICAL ENGINEERING
DR DYPC1,6787,18.34,M,TYPE A,SC,PUNE,47,58000,ROUND 1,MECHANICAL ENGINEERING
DR DYPC1,6787,18.28,M,TYPE A,OPEN,MUMBAI,55,58000,INSTITUTE LEVEL,CIVIL
"INDIRA COEM, PUNE",6179,18.12,F,TYPE A,OPEN,PUNE,51.17,58000,INSTITUTE LEVEL,COMPUTER
"PES MODERN COE, PUNE",6139,17.71,M,TYPE A,SBC,PUNE,46.67,58000,COUNSELING ROUND,IT
DR DYPC,6620,17.42,M,TYPE A,NT-B,AMRAVATI,49.33,58000,ROUND 2,ELECTRIC ENGINEERING
DR DYPC1,6787,16.82,M,OMS,OPEN,OHU,51.67,58000,INSTITUTE LEVEL,COMPUTER ENGINEERING
DY PATIL AKURDI,6272,16.7374,M,OMS,NA,OHU,81,58000,ROUND 2,ENTC
"TSSM PVPIT, BAVDHAN",6122,16.67,M,TYPE A,OPEN,PUNE,49.83,58000,COUNSELING ROUND,MECHANICAL
DR DYPC1,6787,16.51,M,TYPE A,OPEN,SHIVAJI,52,58000,ROUND 2,CIVIL
DY PATIL AKURDI,6272,16.46,F,OMS,OPEN,OHU,50,58000,INSTITUTE LEVEL,IT
DY PATIL AKURDI,6272,15.92,M,TYPE A,OBC,NAGPUR,48.83,58000,INSTITUTE LEVEL,MECHANICAL
JSPM RSCOE,6141,15.91,M,TYPE A,OBC,PUNE,60.67,58000,ROUND 1,MECHANICAL
DY PATIL AKURDI,6272,15.84,M,TYPE A,ST,PUNE,45.33,58000,ROUND 2,CIVIL
"SINHGAD ACADEMY, KONDHWA",6187,15.78,M,TYPE A,NT-C,MUMBAI,47.67,58000,ROUND 2,CIVIL
DR DYPC1,6787,15.54,M,OMS,OPEN,OHU,56.67,58000,INSTITUTE LEVEL,COMPUTER ENGINEERING
DR DYPC1,6787,15.01,M,TYPE A,OBC,NORTH MAHARASHTRA,64,58000,ROUND 1,MECHANICAL ENGINEERING
DY PATIL AKURDI,6272,14.2879,M,OMS,NA,OHU,78,58000,ROUND 2,ENTC
DY PATIL AKURDI,6272,13.99,M,OMS,OPEN,OHU,50.33,58000,INSTITUTE LEVEL,COMPUTER
DY PATIL AKURDI,6272,13.8983,M,OMS,NA,OHU,70.33,58000,ROUND 2,ENTC
"KJCOEMR, PISOLI",6320,13.71,M,TYPE A,NT-C,PUNE,46.17,58000,ROUND 1,MECHANICAL
DR DYPC1,6787,13.43,M,TYPE A,OPEN,PUNE,50.5,58000,INSTITUTE LEVEL,MECHANICAL ENGINEERING
DY PATIL AKURDI,6272,13.27,F,TYPE A,OBC,PUNE,47,58000,INSTITUTE LEVEL,IT
DR DYPC,6620,13.17,M,TYPE A,SC,B.A.M.U,48.33,58000,ROUND 2,MECHANICAL ENGINEERING
"TSSM PVPIT, BAVDHAN",6122,13.14,M,TYPE A,NT-C,MUMBAI,54.17,58000,ROUND 2,MECHANICAL
DR DYPC,6620,13.14,M,TYPE A,SC,NAGPUR,49.83,58000,ROUND 2,MECHANICAL ENGINEERING
"TSSM PVPIT, BAVDHAN",6122,12.96,M,TYPE A,SBC,PUNE,45.33,58000,ROUND 1,MECHANICAL
JSPM RSCOE,6141,12.96,M,TYPE A,OBC,PUNE,45.17,58000,ROUND 1,ENTC
DY PATIL AKURDI,6272,12.7233,M,OMS,NA,OHU,88.33,58000,ROUND 1,MECHANICAL
DY PATIL AKURDI,6272,12.4729,M,TYPE A,OPEN,AMRAVATI,62,58000,ROUND 1,MECHANICAL
"TSSM PVPIT, BAVDHAN",6122,12.08,M,TYPE A,NT-C,PUNE,52,58000,ROUND 1,MECHANICAL
DR DYPC,6620,11.82,M,TYPE A,OPEN,SOLAPUR,52,58000,ROUND 2,MECHANICAL ENGINEERING
JSPM RSCOE,6141,11.68,M,TYPE A,OPEN,PUNE,50.33,58000,INSTITUTE LEVEL,MECHANICAL
"VIT, PUNE",6273,11.4314,M,TYPE A,SC,SOLAPUR,88.5,58000,ROUND 1,ENTC
DR DYPC1,6787,11.36,M,TYPE A,OPEN,S.R.T.M.U,50.17,58000,ROUND 2,CIVIL
"PVG CET, PUNE",6274,11.2259,M,TYPE A,OPEN,SHIVAJI,88.67,58000,ROUND 2,ELECTRICAL
DR DYPC,6620,11.01,M,TYPE A,OBC,B.A.M.U,44.83,58000,COUNSLING ROUND,CIVIL
DR DYPC,6620,8.59,F,TYPE A,OPEN,S.R.T.M.U,46.83,58000,INSTITUTE LEVEL,COMPUTER ENGINEERING
DR DYPC1,6787,4.59,M,TYPE A,OPEN,AMRAVATI,50,58000,COUNSLING ROUND,COMPUTER ENGINEERING
"DY PATIL IET,PIMPRI",6207,81.48,F,TYPE A,OPEN,PUNE,71,58041,ROUND 1,COMPUTER ENGINEERING
"DY PATIL IET,PIMPRI",6207,27.58,M,OMS,OPEN,OHU,54.33,58091,INSTITUTE LEVEL,COMPUTER  ENGINEERING
"SINHGAD SKN, VADGAON",6178,76.53,F,TYPE A,OBC,NORTH MAHARASHTRA,88.83,58262,ROUND 1,MECHANICAL
"DY PATIL IET,PIMPRI",6207,78.42,M,TYPE B,OPEN,S.R.T.M.U.,61.78,58591,ROUND 1,CIVIL ENGINEERING
"DY PATIL IET,PIMPRI",6207,74.47,M,TYPE B,OPEN,AMRAVATI,83.44,58591,ROUND-2,ELECTRONICS AND TELCOMMUNICATION ENGG
"DY PATIL IET,PIMPRI",6207,72.08,M,TYPE A,OPEN,PUNE,60,58591,ROUND 1,COMPUTER ENGINEERING
"DY PATIL IET,PIMPRI",6207,71.09,M,TYPE A,OPEN,PUNE,71.33,58591,ROUND 1,CIVIL ENGINEERING
"DY PATIL IET,PIMPRI",6207,69.95,M,OMS,OPEN,OHU,75,58591,INSTITUTE LEVEL,MECHANICAL ENGINEERING
"DY PATIL IET,PIMPRI",6207,69.54,M,OMS,OPEN,OHU,64,58591,INSTITUTE LEVEL,CIVIL ENGINEERING
"DY PATIL IET,PIMPRI",6207,69,M,OMS,OPEN,OHU,68.67,58591,INSTITUTE LEVEL,COMPUTER ENGINEERING
"DY PATIL IET,PIMPRI",6207,52.7,M,OMS,OPEN,OHU,50.33,58591,INSTITUTE LEVEL,ELECTRICAL ENGINEERING
"DY PATIL IET,PIMPRI",6207,46.69,M,TYPE A,OPEN,PUNE,50.67,58591,COUNSELING ROUND,COMPUTER ENGINEERING
"SINHGAD SKN, VADGAON",6178,92.01,M,TYPE A,OBC,AMRAVATI,76.33,58626,ROUND 1,MECHANICAL
"SINHGAD SKN, VADGAON",6178,91.05,M,TYPE A,OBC,NORTH MAHARASHTRA,86.33,58626,ROUND 1,MECHANICAL
"SINHGAD SKN, VADGAON",6178,90.08,M,TYPE A,OBC,SHIVAJI,74,58626,ROUND 1,MECHANICAL
"SINHGAD SKN, VADGAON",6178,89.3,M,TYPE A,OBC,PUNE,73,58626,ROUND 1,MECHANICAL
"SINHGAD SKN, VADGAON",6178,89.29,M,TYPE A,OBC,PUNE,80.33,58626,ROUND 1,MECHANICAL
"SINHGAD SKN, VADGAON",6178,87.9,F,TYPE A,OBC,SHIVAJI,77.67,58626,ROUND 1,COMPUTER
"SINHGAD SKN, VADGAON",6178,84.5,M,TYPE A,OBC,PUNE,78.5,58626,ROUND 1,MECHANICAL
"SINHGAD SKN, VADGAON",6178,84.43,M,TYPE A,OBC,NORTH MAHARASHTRA,73.17,58626,ROUND 1,IT
"SINHGAD SKN, VADGAON",6178,84.36,M,TYPE A,OBC,NORTH MAHARASHTRA,79.67,58626,ROUND 1,IT
"SINHGAD SKN, VADGAON",6178,83.35,M,TYPE A,OBC,PUNE,67.67,58626,ROUND 1,MECHANICAL
"SINHGAD SKN, VADGAON",6178,83.27,M,TYPE A,OBC,PUNE,78,58626,ROUND 1,MECHANICAL
"SINHGAD SKN, VADGAON",6178,82.57,M,TYPE A,OBC,PUNE,68.83,58626,ROUND 1,COMPUTER
"SINHGAD SKN, VADGAON",6178,80.46,M,TYPE A,OBC,PUNE,83.67,58626,ROUND 1,COMPUTER
"SINHGAD SKN, VADGAON",6178,80.42,M,TYPE A,OBC,PUNE,71.17,58626,ROUND 1,COMPUTER
"SINHGAD SKN, VADGAON",6178,79.74,F,TYPE A,OBC,BAMU,84.67,58626,ROUND 1,MECHANICAL
"SINHGAD SKN, VADGAON",6178,79.25,M,TYPE A,OBC,SRTMU,68.83,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,78.83,M,TYPE A,OBC,PUNE,75.67,58626,ROUND 1,COMPUTER
"SINHGAD SKN, VADGAON",6178,77.42,M,TYPE A,OBC,SRTMU,70.17,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,77.33,M,TYPE A,OBC,PUNE,80,58626,ROUND 1,COMPUTER
"SINHGAD SKN, VADGAON",6178,76.45,F,TYPE A,OBC,NORTH MAHARASHTRA,74,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,76.4,F,TYPE A,OBC,BAMU,70.33,58626,ROUND 1,MECHANICAL
"SINHGAD SKN, VADGAON",6178,74.4,M,TYPE A,OBC,SRTMU,71,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,72.42,F,TYPE A,OBC,PUNE,70.33,58626,ROUND 1,MECHANICAL
"SINHGAD SKN, VADGAON",6178,71.47,M,TYPE A,OBC,PUNE,66,58626,ROUND 1,IT
"SINHGAD SKN, VADGAON",6178,70.61,M,TYPE A,OBC,PUNE,76.5,58626,ROUND 1,IT
"SINHGAD SKN, VADGAON",6178,70.53,M,TYPE A,OBC,PUNE,49,58626,ROUND 1,IT
"SINHGAD SKN, VADGAON",6178,70.02,M,TYPE A,OBC,PUNE,62,58626,ROUND 1,IT
"SINHGAD SKN, VADGAON",6178,68.46,F,TYPE A,OBC,PUNE,68.67,58626,ROUND 1,IT
"SINHGAD SKN, VADGAON",6178,67.49,F,TYPE A,OBC,PUNE,77.33,58626,ROUND 1,MECHANICAL
"SINHGAD SKN, VADGAON",6178,63.47,F,TYPE A,OBC,PUNE,84.83,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,61.68,F,TYPE A,OBC,PUNE,55.83,58626,ROUND 1,MECHANICAL
"SINHGAD SKN, VADGAON",6178,60.54,M,TYPE A,OBC,PUNE,69.33,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,58.42,F,TYPE A,OBC,PUNE,69,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,57.45,F,TYPE A,OBC,PUNE,78.67,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,55.51,M,TYPE A,OBC,PUNE,72.33,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,54.21,F,TYPE A,OBC,PUNE,54.67,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,52.59,F,TYPE A,OBC,PUNE,65.67,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,51.62,M,TYPE A,OBC,PUNE,69,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,51.13,F,TYPE A,OBC,PUNE,57.67,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,51.01,F,TYPE A,OBC,PUNE,71.33,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,50.93,F,TYPE A,OBC,PUNE,64,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,50.88,M,TYPE A,OBC,PUNE,72.33,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,50.61,M,TYPE A,OBC,PUNE,53.17,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,50.61,F,TYPE A,OBC,PUNE,49.67,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,50.06,F,TYPE A,OBC,PUNE,76.67,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,47.62,M,TYPE A,OBC,PUNE,54.33,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,46.52,M,TYPE A,OBC,PUNE,59.17,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,46.47,M,TYPE A,OBC,PUNE,55,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,17.97,M,TYPE A,OBC,SHIVAJI,83,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,14.77,M,TYPE A,OBC,BAMU,83.67,58626,ROUND 1,ENTC
"SINHGAD SKN, VADGAON",6178,13.58,M,TYPE A,OBC,NORTH MAHARASHTRA,91,58626,ROUND 1,IT
"SINHGAD SKN, VADGAON",6178,13.51,M,TYPE A,OBC,NAGPUR,89.17,58626,ROUND 1,MECHANICAL
"SINHGAD SKN, VADGAON",6178,13.44,M,TYPE A,OBC,SRTMU,78.5,58626,ROUND 1,MECHANICAL
"SINHGAD SKN, VADGAON",6178,12.11,M,TYPE A,OBC,AMRAVATI,73.33,58626,ROUND 1,MECHANICAL
"SC0E, VADGAON ",6177,73904,M,OMS,NA,OHU,93.33,58780,ROUND 2,MECHANICAL ENGINEERING
JSPM RSCOE,6141,80.55,F,TYPE A,OBC,SRTMU,65.67,59000,ROUND 2,COMPUTER
JSPM RSCOE,6141,78.67,M,TYPE A,OPEN,PUNE,74,59000,ROUND 1,MECHANICAL
JSPM RSCOE,6141,68.16,M,TYPE A,OPEN,PUNE,66.67,59000,ROUND 1,CIVIL
JSPM RSCOE,6141,60.24,F,TYPE C,OPEN,PUNE,78.33,59000,ROUND 1,ENTC
"KJCOEMR, PISOLI",6320,34.73,M,TYPE A,OBC,SHIVAJI,45.67,59000,ROUND 1,CIVIL
JSPM RSCOE,6141,24.46,M,OMS,NA,OHU,89.33,59000,ROUND 1,MECHANICAL
"SINHGAD SKN, VADGAON",6178,86.33,M,TYPE A,OBC,PUNE,84.67,59126,ROUND 1,COMPUTER
"SINHGAD SKN, VADGAON",6178,81.65,M,TYPE A,OBC,PUNE,86.33,59126,ROUND 1,COMPUTER
"SINHGAD SKN, VADGAON",6178,69.65,F,TYPE B,OBC,PUNE,67,59126,ROUND 1,IT
MAEERS M.I.T COLLEGE OF ENGINEERING,6148,43.94,M,OMS,NA,OHU,74.67,59285,ROUND-1,INFORMATION TECHNOLOGY
"SC0E, VADGAON ",6177,286689,M,TYPE A,OBC,PUNE,72.33,59316,ROUND 2,BIO TECHNOLOGY
"SC0E, VADGAON ",6177,123890,M,TYPE A,OBC,AMRAVATI,86.5,59316,ROUND 2,ELECTRONIC AND TELECOMMUNICATION ENGG
"SC0E, VADGAON ",6177,47782,M,TYPE A,OBC,AMRAVATI,90.17,59316,ROUND 2,MECHANICAL ENGINEERING
"SC0E, VADGAON ",6177,94.77,M,TYPE A,OBC,AMRAVATI,92.33,59316,ROUND 2,MECHANICAL ENGINEERING
"SC0E, VADGAON ",6177,94.24,M,TYPE A,OBC,AMRAVATI,85,59316,ROUND 2,COMPUTER
"SC0E, VADGAON ",6177,92.97,M,TYPE A,OBC,S.R.T.M.U,91.33,59316,ROUND 2,MECHANICAL ENGINEERING
"SC0E, VADGAON ",6177,92.25,M,TYPE A,OBC,PUNE,93.67,59316,ROUND 2,COMPUTER
"SC0E, VADGAON ",6177,92.01,M,TYPE A,OBC,GONDWANE,77.5,59316,ROUND 2,MECHANICAL ENGINEERING
"SC0E, VADGAON ",6177,91.97,M,TYPE A,OBC,PUNE,79.33,59316,ROUND 2,MECHANICAL ENGINEERING
"SC0E, VADGAON ",6177,90.38,M,TYPE A,OBC,PUNE,78.33,59316,ROUND 2,COMPUTER
"SC0E, VADGAON ",6177,89.62,F,TYPE A,OBC,NORTH MAHARASHTRA,81.17,59316,ROUND 2,COMPUTER
"SC0E, VADGAON ",6177,89.61,F,TYPE A,OBC,AMRAVATI,78.17,59316,ROUND 2,COMPUTER
"SC0E, VADGAON ",6177,88.54,M,TYPE A,OBC,SHIVAJI,70,59316,ROUND 2,CHEMICAL
"SC0E, VADGAON ",6177,88.51,M,TYPE B,OBC,AMRAVATI,90.78,59316,ROUND 2,INFORMATION TECHNOLOGY
"SC0E, VADGAON ",6177,88.37,F,TYPE A,OBC,S.R.T.M.U,77.67,59316,ROUND 2,COMPUTER ENGINEERING
"SC0E, VADGAON ",6177,87.75,M,TYPE A,OBC,NAGPUR,83,59316,ROUND 2,ELECTRONIC AND TELECOMMUNICATION ENGG
"SC0E, VADGAON ",6177,86.97,M,TYPE A,OBC,PUNE,61.67,59316,ROUND 2,INFORMATION TECHNOLOGY
"SC0E, VADGAON ",6177,86.85,M,TYPE B,OBC,NORTH MAHARASHTRA,72,59316,ROUND 2,INFORMATION TECHNOLOGY
"SC0E, VADGAON ",6177,84.31,M,TYPE A,OBC,PUNE,76.67,59316,ROUND 2,INFORMATION TECHNOLOGY
"SC0E, VADGAON ",6177,83.79,F,TYPE A,OBC,PUNE,85.67,59316,ROUND 2,CIVIL ENGINEERING
"SC0E, VADGAON ",6177,83.64,M,TYPE B,OBC,MUMBAI,80.67,59316,COUNSELING ROUND ,MECHANICAL ENGINEERING
"SC0E, VADGAON ",6177,81.89,M,TYPE A,OBC,PUNE,62.33,59316,ROUND 2,INFORMATION TECHNOLOGY
"SC0E, VADGAON ",6177,80.19,M,TYPE A,OBC,PUNE,73.33,59316,ROUND 2,ELECTRONIC AND TELECOMMUNICATION ENGG
"SC0E, VADGAON ",6177,79.85,F,TYPE A,OBC,MUMBAI,77.33,59316,ROUND 2,ELECTRONIC AND TELECOMMUNICATION ENGG
"SC0E, VADGAON ",6177,78.93,M,TYPE A,OBC,NORTH MAHARASHTRA,68.5,59316,ROUND 14,PRODUCTION ENGINEERING
"SC0E, VADGAON ",6177,75.941,M,TYPE A,OBC,PUNE,82.67,59316,ROUND 2,CHEMICAL
"SC0E, VADGAON ",6177,75.18,F,TYPE A,OBC,PUNE,64.67,59316,ROUND 1,MECHANICAL ENGINEERING
"SC0E, VADGAON ",6177,74.26,M,TYPE A,OBC,PUNE,78.33,59316,ROUND 2,INFORMATION TECHNOLOGY
"SC0E, VADGAON ",6177,71.95,F,TYPE A,OBC,PUNE,72.17,59316,ROUND 2,INFORMATION TECHNOLOGY
"SC0E, VADGAON ",6177,62.11,F,TYPE A,OBC,PUNE,57.67,59316,ROUND 2,BIO TECHNOLOGY
"SC0E, VADGAON ",6177,60.51,M,TYPE A,OBC,PUNE,72.33,59316,ROUND 2,ELECTRONIC AND TELECOMMUNICATION ENGG
"SC0E, VADGAON ",6177,60.39,M,TYPE A,OBC,PUNE,59,59316,ROUND 2,ELECTRONIC AND TELECOMMUNICATION ENGG
"SC0E, VADGAON ",6177,60.27,M,TYPE A,OBC,PUNE,55.5,59316,ROUND 2,ELECTRONIC AND TELECOMMUNICATION ENGG
"SC0E, VADGAON ",6177,57,M,TYPE A,OBC,PUNE,69.33,59316,ROUND 2,ELECTRONIC AND TELECOMMUNICATION ENGG
"SC0E, VADGAON ",6177,56.03,M,TYPE A,OBC,PUNE,68.5,59316,ROUND 6,PRODUCTION ENGINEERING
"SC0E, VADGAON ",6177,55.93,M,TYPE A,OBC,PUNE,66.33,59316,ROUND 8,PRODUCTION ENGINEERING
"SC0E, VADGAON ",6177,55.89,M,TYPE A,OBC,PUNE,62.17,59316,ROUND 9,PRODUCTION ENGINEERING
"SC0E, VADGAON ",6177,55.64,M,TYPE A,OBC,PUNE,68.33,59316,ROUND 2,ELECTRONIC AND TELECOMMUNICATION ENGG
"SC0E, VADGAON ",6177,53.87,M,TYPE A,OBC,PUNE,67.33,59316,ROUND 2,PRODUCTION ENGINEERING
"SC0E, VADGAON ",6177,53.25,F,TYPE A,OBC,AMRAVATI,59.5,59316,ROUND 11,PRODUCTION ENGINEERING
"SC0E, VADGAON ",6177,45.07,F,TYPE A,OBC,PUNE,57.67,59316,ROUND 2,ELECTRONIC AND TELECOMMUNICATION ENGG
"SC0E, VADGAON ",6177,44.88,M,TYPE A,OBC,PUNE,53,59316,ROUND 2,ELECTRONIC AND TELECOMMUNICATION ENGG
"SC0E, VADGAON ",6177,43.63,M,TYPE A,OBC,PUNE,46.33,59316,ROUND 2,ELECTRONIC AND TELECOMMUNICATION ENGG
"SC0E, VADGAON ",6177,43.44,M,TYPE A,OBC,PUNE,72.67,59316,ROUND 2,ELECTRONIC AND TELECOMMUNICATION ENGG
"SC0E, VADGAON ",6177,73.47,F,TYPE A,OBC,PUNE,66.67,59356,ROUND 2,MECHANICAL ENGINEERING
"PES MODERN COE, PUNE",6139,82.98,M,TYPE A,OPEN,PUNE,75.67,59435,ROUND 2,MECHANICAL
"PES MODERN COE, PUNE",6139,81.82,F,TYPE A,OPEN,PUNE,78.33,59435,ROUND 2,COMPUTER
"PES MODERN COE, PUNE",6139,64.77,M,TYPE A,OPEN,PUNE,73,59435,ROUND 2,IT
"AISSMS,Pune",6282,305692,M,TYPE A,OPEN,B.A.M.U,71,60000,ROUND 2,INFORMATION TECHNOLOGY
SINHGAD NARHE,6182,82.22,M,TYPE A,OPEN,PUNE,66.33,60000,ROUND 2,MECHANICAL
SINHGAD NARHE,6182,77.76,M,TYPE A,OPEN,SHIVAJI,61.5,60000,ROUND 1,MECHANICAL
SINHGAD NARHE,6182,76.99,M,TYPE A,OPEN,SRTMU,54.33,60000,ROUND 1,MECHANICAL
"DY PATIL IET,PIMPRI",6207,73.24,M,TYPE A,OPEN,NORTH MAHARASHTRA,59,60000,ROUND-1,ELECTRONICS AND TELCOMMUNICATION ENGG
"DY PATIL IET,PIMPRI",6207,73.07,M,TYPE A,OPEN,PUNE,76,60000,ROUND-2,MECHANICAL ENGINEERING
"MAEER MIT, PUNE",6151,72.42,M,OMS,OPEN,OHU,71.33,60000,INSTITUTE LEVEL,PETROLEUM ENGINEERING
JSPM RSCOE,6141,63.88,M,TYPE A,OPEN,PUNE,68.33,60000,ROUND 2,IT
SINHGAD NARHE,6182,63.72,M,TYPE A,OPEN,PUNE,82.17,60000,INSTITUTE LEVEL,COMPUTER
DY PATIL AKURDI,6272,61.56,M,TYPE A,OBC,PUNE,73,60000,ROUND 1,CIVIL
"AISSMS,Pune",6278,60.88560059,F,TYPE A,OPEN,PUNE,63.67,60000,ROUND 2,ENTC
SINHGAD NARHE,6182,58,M,TYPE A,OPEN,NORTH MAHARASHTRA,55.83,60000,INSTITUTE LEVEL,ENTC
DY PATIL AKURDI,6272,56.94,F,TYPE A,OPEN,BAMU,56.17,60000,ROUND 2,INSTRUMENTATION
"TSSM PVPIT, BAVDHAN",6122,56.28,M,TYPE A,OPEN,BAMU,55.67,60000,ROUND 1,MECHANICAL
DY PATIL AKURDI,6272,54.61,M,TYPE A,OBC,PUNE,64,60000,ROUND 1,IT
SINHGAD NARHE,6182,54.07,M,TYPE A,OPEN,SHIVAJI,54.33,60000,INSTITUTE LEVEL,CIVIL
JSPM RSCOE,6141,51.12,F,TYPE A,OPEN,PUNE,68,60000,ROUND 2,MECHANICAL
DY PATIL AKURDI,6272,49.41,M,TYPE A,OPEN,SRTMU,56.5,60000,ROUND 2,INSTRUMENTATION
"DY PATIL IET,PIMPRI",6207,46.71,F,TYPE A,OPEN,PUNE,64.67,60000,COUNSELING ROUND,COMPUTER ENGINEERING
KJ TRINITY COER,6184,43.39,M,TYPE A,OPEN,NAGPUR,62,60000,ROUND 2,CIVIL
SINHGAD NARHE,6182,42.12,M,TYPE A,OPEN,SHIVAJI,55.33,60000,ROUND 2,ENTC
"TSSM PVPIT, BAVDHAN",6122,41.65,M,TYPE A,OPEN,BAMU,56.83,60000,ROUND 2,MECHANICAL
"INDIRA COEM, PUNE",6179,39.5,F,TYPE A,OPEN,PUNE,51,60000,ROUND 1,MECHANICAL
